ano,rede,localizacao,sigla_uf,disciplina,serie,media,nivel_0,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,nivel_7,nivel_8,nivel_9,nivel_10
2019,privada,total,BA,MT,12,326.6064731152872,5.2461636662701485,2.9398124365433698,6.7671401479583428,12.807250013015629,19.009773574069587,27.174945655405754,19.397293742645374,5.9330349681183563,0.067989991345133352,0,0
2003,privada,total,BA,MT,12,326.96045454545458,4.545454545454545,9.5238095238095255,14.285714285714286,28.571428571428573,19.047619047619051,23.809523809523814,0,0,0,0,0
2005,privada,total,BA,MT,12,327.21391889066058,8.1404958720818144,0,0,0,0,0,0,0,0,0,0
2019,federal,total,BA,LP,9,327.68015994475081,0,0,0.97959183675368544,2.97959183679246,15.391850385502485,26.49703091939125,27.439765203797283,23.601460651171852,3.1107091665909206,,
2019,federal,total,BA,LP,12,328.66253478954496,1.9545827735249517,2.0427489177295972,4.541955888868805,10.862395506716904,21.0548216151376,31.156842439183194,18.128265412804723,9.0340909092148269,1.2242965368195751,,
1997,total - estadual e municipal,total,BA,MT,12,330.76878068786215,6.3905444296190108,7.0688545054590612,12.863437405375917,12.65603502571283,20.465592903542717,17.25014998304836,14.680617071819061,4.03793206611529,0.93031614320374623,0,0
2017,federal,total,BA,LP,9,330.97256192396605,0,0.90852130325916236,0.90968161141707438,2.7615334632867952,14.580432562761287,19.226306506953382,23.871020142987561,37.742504409334742,0,,
2021,federal,urbana,BA,MT,9,332.3,0,1.44,3.97,11.1,12.200000000000001,14.65,16.09,12.92,27.63,0,
2021,federal,total,BA,MT,9,332.3,0,1.44,3.97,11.1,12.200000000000001,14.65,16.09,12.92,27.63,0,
2013,federal,total,BA,MT,12,332.62762114795015,5.662053032694752,6.3563531708213672,6.8434633909682949,11.915320560942158,23.666966495971927,19.058506125074356,17.026774096602662,6.2492105595553875,2.0525451559934305,0,0
2011,federal,total,BA,LP,12,332.70642345991007,2.3825137783749888,0,4.19332971442604,13.400959129008891,22.773040464247835,19.972378577876491,20.217338152765208,13.29602032603375,3.76441985726654,,
2021,federal,urbana,BA,LP,14,333.77,3.35,0.76,3.54,8.2900000000000009,22.22,23.91,24.240000000000002,12.17,1.52,,
2021,federal,total,BA,LP,14,333.77,3.35,0.76,3.54,8.2900000000000009,22.22,23.91,24.240000000000002,12.17,1.52,,
2023,federal,total,BA,LP,12,333.78000000000003,0,2.23,2.14,10.49,23.6,31.02,18.86,9.49,2.16,,
2019,federal,total,BA,MT,12,334.39138593187124,1.2546182265923367,2.0427489177295972,4.541955888868805,10.862395506716904,21.0548216151376,31.156842439183194,18.128265412804723,9.0340909092148269,1.2242965368195751,0,0
2023,federal,total,BA,MT,12,334.40000000000003,0.70000000000000007,4.44,11.83,11.78,16.31,20.53,9.5,10.35,8.72,5.83,0
1997,municipal,total,BA,MT,12,336.28429636123889,6.0454331405111672,6.2600729466212277,12.048919103389942,12.146500443978175,20.336365086123369,17.728506490465289,16.096910766860265,4.4274863810508505,1.020067199414032,0,0
2017,federal,total,BA,MT,12,336.28521509612756,1.7568850902051192,4.8967236466886153,5.4965504720108,14.017516663294085,22.741514734575997,21.645832047055777,20.356235611625909,6.8561481422855053,0.68850902184841456,0,0
2003,municipal,total,BA,MT,12,337.32569294334837,5.5383498588957929,5.0792747682659991,10.237639356237294,14.465667433527651,20.151746138097227,20.668204162697567,14.281491658056119,5.7588193618158483,0.7491100277184074,0,0
2013,federal,total,BA,MT,9,337.42827645641432,0,0.81242532855436256,3.2052423880380876,7.2205206183700845,11.134933565041097,16.770283479960924,16.932334093624434,16.014264508888179,19.113862640744383,8.7961333767785437,
2023,federal,urbana,BA,LP,12,337.86,0,3.0500000000000003,2.92,10.27,15.98,26.12,25.75,12.96,2.95,,
2021,federal,total,BA,LP,12,338.07,4.3100000000000005,0.97,0.97,5.29,21.43,24.490000000000002,25.82,14.76,1.96,,
2021,federal,urbana,BA,LP,12,338.07,4.3100000000000005,0.97,0.97,5.29,21.43,24.490000000000002,25.82,14.76,1.96,,
2011,federal,total,BA,MT,9,338.80425896419325,0,0.84745767020971208,2.4876984315778858,4.18261377199731,9.3610869166654371,18.691907730096997,16.052878782349765,32.342028763154,16.034327933948873,0,
2023,federal,total,BA,MT,9,345.73,0,0,0,5.13,10.22,23.79,12.11,18.69,15.71,14.35,
2023,federal,urbana,BA,MT,9,345.73,0,0,0,5.13,10.22,23.79,12.11,18.69,15.71,14.35,
2023,federal,urbana,BA,MT,12,346.3,0.96,6.0600000000000005,3.97,7.96,14.15,23.98,8.91,14.14,11.9,7.97,0
2015,federal,total,BA,MT,9,347.39293535722334,0,2.2178551375782884,3.7338573834818436,3.73586267749643,11.935509745769712,11.093286275847621,14.157375471158197,14.746931900205851,20.678591481485082,17.700729926976923,
2021,federal,urbana,BA,MT,14,350.41,2.87,2.07,6.94,8.0400000000000009,9.1,14.41,19.64,17.7,10.15,9.07,0
2021,federal,total,BA,MT,14,350.41,2.87,2.07,6.94,8.0400000000000009,9.1,14.41,19.64,17.7,10.15,9.07,0
2019,federal,total,BA,MT,9,355.68338277880542,0,0,0,0.98116169542718523,6.0526243941989772,14.051054535680574,19.780492798954914,20.272472868862415,38.862193706875885,0,
2011,federal,total,BA,MT,12,356.42797936125811,1.3649896846169756,0,4.19332971442604,13.400959129008891,22.773040464247835,19.972378577876491,20.217338152765208,13.29602032603375,3.76441985726654,0,0
2017,federal,total,BA,MT,9,357.19644489583504,0,0,1.8518518518697211,1.8518518518697211,6.3990996007971814,16.532070918053552,12.926993409578737,20.069850552141396,23.803722268600591,16.564559547089129,
2021,federal,urbana,BA,MT,12,361.82,3.69,0.87,3.56,4.07,8.120000000000001,13.17,19.900000000000002,21.88,13.06,11.67,0
2021,federal,total,BA,MT,12,361.82,3.69,0.87,3.56,4.07,8.120000000000001,13.17,19.900000000000002,21.88,13.06,11.67,0
2005,estadual,total,BA,MT,12,400.21701232763758,0,0,0,0,0,0,0,0,0,0,0
2005,total - estadual e municipal,total,BA,MT,12,400.21701232763758,0,0,0,0,0,0,0,0,0,0,0
2021,municipal,urbana,BA,LP,2,699.45,13.13,22.8,15.75,21.63,9.78,9.58,4.53,2.79,0,,
2021,total - estadual e municipal,urbana,BA,LP,2,699.5,13.11,22.78,15.75,21.63,9.7900000000000009,9.59,4.5600000000000005,2.79,0,,
2021,"total - federal, estadual e municipal",urbana,BA,LP,2,699.5,13.11,22.78,15.75,21.63,9.7900000000000009,9.59,4.5600000000000005,2.79,0,,
2021,municipal,total,BA,LP,2,703.77,14.450000000000001,18.39,13.790000000000001,19.07,13.65,12.67,5.78,2.19,0,,
2021,"total - federal, estadual e municipal",total,BA,LP,2,703.80000000000007,14.44,18.38,13.790000000000001,19.07,13.66,12.68,5.8,2.19,0,,
2021,total - estadual e municipal,total,BA,LP,2,703.80000000000007,14.44,18.38,13.790000000000001,19.07,13.66,12.68,5.8,2.19,0,,
2019,estadual,total,BA,LP,2,706.9197857315587,23.190781956378135,8.5922775953986363,10.450221240933947,15.46796877375855,20.090217369817765,12.570094519863332,5.3311285418451053,3.2304825015034178,1.0768275005011394,,
2021,municipal,urbana,BA,MT,2,713.58,7.3100000000000005,18.34,16.990000000000002,20.72,17.13,7.98,4.87,6.6400000000000006,0,,
2021,total - estadual e municipal,urbana,BA,MT,2,713.61,7.3100000000000005,18.330000000000002,16.97,20.72,17.14,8.01,4.88,6.6400000000000006,0,,
2021,"total - federal, estadual e municipal",urbana,BA,MT,2,713.61,7.3100000000000005,18.330000000000002,16.97,20.72,17.14,8.01,4.88,6.6400000000000006,0,,
2021,"total - federal, estadual, municipal e privada",urbana,BA,LP,2,714.09,10.05,17.46,12.42,19.61,14.85,13.120000000000001,5.95,4.83,1.71,,
2021,"total - federal, estadual, municipal e privada",total,BA,LP,2,714.97,11.67,14.85,11.42,17.93,17.06,14.94,6.74,3.99,1.3900000000000001,,
2021,municipal,total,BA,MT,2,717.37,7.24,15.040000000000001,15.47,19.85,16.28,15,5.26,5.86,0,,
2021,total - estadual e municipal,total,BA,MT,2,717.39,7.24,15.030000000000001,15.46,19.84,16.29,15.02,5.26,5.8500000000000005,0,,
2021,"total - federal, estadual e municipal",total,BA,MT,2,717.39,7.24,15.030000000000001,15.46,19.84,16.29,15.02,5.26,5.8500000000000005,0,,
2021,"total - federal, estadual e municipal",rural,BA,LP,2,718.24,18.89,3.61,7.22,10.48,26.62,23.03,9.97,0.17,0,,
2021,municipal,rural,BA,LP,2,718.24,18.89,3.61,7.22,10.48,26.62,23.03,9.97,0.17,0,,
2021,total - estadual e municipal,rural,BA,LP,2,718.24,18.89,3.61,7.22,10.48,26.62,23.03,9.97,0.17,0,,
2021,"total - federal, estadual, municipal e privada",rural,BA,LP,2,718.78,18.64,3.56,7.13,10.67,26.6,22.84,10.17,0.39,0,,
2021,"total - federal, estadual, municipal e privada",urbana,BA,MT,2,722.46,6.45,14.05,13.76,17.14,21.05,13.43,6.69,6.97,0.45,,
2021,"total - federal, estadual, municipal e privada",total,BA,MT,2,723.92,6.54,12.15,13.120000000000001,17.09,19.67,18.14,6.67,6.25,0.36,,
2019,estadual,total,BA,MT,2,724.50456095271534,10.66727918192743,9.99532458780641,13.607080531303694,17.712528307988585,14.848501992940113,12.484331978550756,12.652320627092399,6.5248446005501686,1.5077881918406404,,
2019,"total - federal, estadual e municipal",total,BA,LP,2,728.39316563930822,8.4117163111343416,6.6413750518076888,10.593758787011662,17.741661377977344,20.928605244395694,18.533598615482763,12.127126836925608,3.7532461896377765,1.2689115856268398,,
2019,total - estadual e municipal,total,BA,LP,2,728.39316563930822,8.4117163111343416,6.6413750518076888,10.593758787011662,17.741661377977344,20.928605244395694,18.533598615482763,12.127126836925608,3.7532461896377765,1.2689115856268398,,
2019,municipal,total,BA,LP,2,728.467166438282,8.3607852201501274,6.6346519207699126,10.594253441003639,17.74949689665462,20.931494466904454,18.55414983143713,12.150546964814883,3.7550477192880791,1.2695735389770051,,
2019,total - estadual e municipal,total,BA,MT,2,728.97386816024471,5.9584216460197057,6.8874376750596671,12.53346507917208,20.866008271646987,20.867077110385665,14.858680552484611,11.642388327869014,4.8795781379794967,1.5069431993832103,,
2019,"total - federal, estadual e municipal",total,BA,MT,2,728.97386816024471,5.9584216460197057,6.8874376750596671,12.53346507917208,20.866008271646987,20.867077110385665,14.858680552484611,11.642388327869014,4.8795781379794967,1.5069431993832103,,
2019,municipal,total,BA,MT,2,728.98927012796389,5.9421941484668368,6.8767273855920736,12.529765223742286,20.876875682266807,20.887818110138774,14.866862948188684,11.638907935058363,4.8739082791460913,1.506940287400218,,
2021,"total - federal, estadual e municipal",rural,BA,MT,2,730.07,7,3.98,10.38,16.91,13.43,38.54,6.5600000000000005,3.21,0,,
2021,total - estadual e municipal,rural,BA,MT,2,730.07,7,3.98,10.38,16.91,13.43,38.54,6.5600000000000005,3.21,0,,
2021,municipal,rural,BA,MT,2,730.07,7,3.98,10.38,16.91,13.43,38.54,6.5600000000000005,3.21,0,,
2021,"total - federal, estadual, municipal e privada",rural,BA,MT,2,730.18000000000006,6.91,3.92,10.35,16.9,13.69,38.47,6.58,3.17,0,,
2019,"total - federal, estadual, municipal e privada",total,BA,MT,2,736.95457034751939,4.6431061063924259,5.80255005585337,10.33410753206914,19.136177562945083,20.643880347978389,16.723217322149281,13.078904536744044,6.380028119551028,3.2580284163176123,,
2019,"total - federal, estadual, municipal e privada",total,BA,LP,2,737.78784886880726,6.4789324258273409,5.3463355992889383,8.564854261903605,15.037023368776586,20.17912059081192,20.964549342898234,15.791944835091879,5.6836747149649538,1.9535648604374158,,
2021,privada,rural,BA,MT,2,738.57,0,0,8.33,16.67,33.33,33.33,8.33,0,0,,
2021,estadual,total,BA,MT,2,745.11,2.63,2.63,2.63,15.790000000000001,26.32,36.84,10.53,2.63,0,,
2021,estadual,urbana,BA,MT,2,745.11,2.63,2.63,2.63,15.790000000000001,26.32,36.84,10.53,2.63,0,,
2021,estadual,urbana,BA,LP,2,749.04,0,2.63,10.53,15.790000000000001,21.05,18.42,26.32,2.63,2.63,,
2021,estadual,total,BA,LP,2,749.04,0,2.63,10.53,15.790000000000001,21.05,18.42,26.32,2.63,2.63,,
2021,privada,total,BA,MT,2,751.39,3.6,0,3.2600000000000002,5.51,33.9,31.28,12.6,7.94,1.8900000000000001,,
2021,privada,urbana,BA,MT,2,751.56000000000006,3.65,0,3.2,5.37,33.910000000000004,31.25,12.66,8.05,1.92,,
2021,privada,rural,BA,LP,2,759.59,0,0,0,25,25,8.33,25,16.67,0,,
2019,privada,total,BA,MT,2,760.917485373737,0.69373000274366692,2.54505851914433,3.7303004012195395,13.942175166956403,19.973708109221946,22.321689126545817,17.392198660405544,10.885290258868585,8.5158497548938659,,
2021,privada,total,BA,LP,2,762.01,0,0,1.46,13.120000000000001,31.400000000000002,24.48,10.72,11.6,7.22,,
2021,privada,urbana,BA,LP,2,762.04,0,0,1.48,12.96,31.48,24.69,10.53,11.53,7.32,,
2019,privada,total,BA,LP,2,765.99639376140487,0.67554133061526378,1.4578406238137411,2.4728506273754576,6.9160574099389009,17.928712463099068,28.2637398585205,26.795954283748426,11.479993588995145,4.0093098138946059,,
2005,privada,total,CE,LP,12,,0,0,0,0,0,0,0,0,0,,
2005,"total - federal, estadual e municipal",total,CE,LP,12,,0,0,0,0,0,0,0,0,0,,
2005,total - estadual e municipal,total,CE,LP,12,,0,0,0,0,0,0,0,0,0,,
2005,estadual,total,CE,LP,12,,0,0,0,0,0,0,0,0,0,,
2005,federal,total,CE,LP,12,,0,0,0,0,0,0,0,0,0,,
2005,"total - federal, estadual, municipal e privada",total,CE,LP,12,,0,0,0,0,0,0,0,0,0,,
2001,estadual,total,CE,LP,5,136.89554271463825,43.900880904671951,19.75415277833039,18.320969979126421,10.453464011995889,5.2289743235880524,1.5802557303682072,0.76130227191853261,0,0,0,
2003,estadual,total,CE,LP,5,141.77006637029336,36.964042588326365,21.921301671990815,22.828108374873221,10.604599703078812,5.472939271495302,1.8072132184691392,0.40179517176548613,0,0,0,
2005,total - estadual e municipal,total,CE,LP,5,142.78029151098019,31.694689141655608,29.989835408479415,19.332047206970032,12.409861454910482,4.3420515246219509,1.8566691689118284,0.35060024170322424,0,0.024245852747169259,0,
2005,municipal,total,CE,LP,5,142.78029151098019,31.694689141655608,29.989835408479415,19.332047206970032,12.409861454910482,4.3420515246219509,1.8566691689118284,0.35060024170322424,0,0.024245852747169259,0,
2001,total - estadual e municipal,total,CE,LP,5,144.3754984395751,39.07114790899508,18.538523205334638,18.149238560710991,11.667767009896231,7.3386238828991042,3.065884567177064,1.5077069908742335,0.56655329525446663,0.075741790335646708,0.018812788521712791,
2005,total - estadual e municipal,total,CE,MT,5,145.01528796512684,28.775937984278588,31.165146040232159,20.362892669327689,14.00097979299886,2.9325332872691341,1.7197213988064948,0.50245661165150313,0.2701661077178919,0.2701661077178919,0,0
2005,municipal,total,CE,MT,5,145.01528796512684,28.775937984278588,31.165146040232159,20.362892669327689,14.00097979299886,2.9325332872691341,1.7197213988064948,0.50245661165150313,0.2701661077178919,0.2701661077178919,0,0
2001,"total - federal, estadual, municipal e privada",total,CE,LP,5,145.12372244294932,37.726225315294279,19.391736854075916,18.199170183109796,11.992770743541881,7.3771437981856307,3.1678674200094021,1.495077639403904,0.56551355699846217,0.067683278551854228,0.016811210828389257,
2001,"total - federal, estadual e municipal",total,CE,LP,5,145.12372244294932,37.726225315294279,19.391736854075916,18.199170183109796,11.992770743541881,7.3771437981856307,3.1678674200094021,1.495077639403904,0.56551355699846217,0.067683278551854228,0.016811210828389257,
2001,estadual,total,CE,MT,5,145.53792325850512,29.91343029387847,29.556097775207764,21.624371191637834,11.709985900657442,4.8437205950334823,1.6209253984784411,0.62464690297694092,0.09505475558601012,0.011767186543291983,0,0
1999,federal,total,CE,LP,5,146.84872670925645,29.702647866485176,27.689677699346138,20.089240210993,14.625836452315465,5.4913928791707036,1.3843619071418305,0.80173260727103546,0.21511037727667889,0,0,
2003,estadual,total,CE,MT,5,149.68747128690117,23.11808837525048,31.892773375446939,23.468414790321191,13.628495516300744,5.722340209072744,1.5564748691485613,0.28848671424041195,0.21024632351163469,0.11467982670830444,0,0
2005,"total - federal, estadual e municipal",total,CE,LP,5,149.81565434634615,26.123621433944418,27.773815702009138,20.377494391853197,14.917002676344422,7.2831701523386956,3.0618895647534137,0.43142382811364077,0.016061486835725992,0.015520763807926732,0,
2005,"total - federal, estadual e municipal",total,CE,MT,5,150.01646294743395,24.920018010950283,28.624705422908395,23.642676680445287,13.122541629742,6.6779368808699822,2.0539466912606934,0.61228546124283467,0.1729446112904191,0.1729446112904191,0,0
1999,estadual,total,CE,LP,5,150.46906925593524,25.561220467659673,28.343597422749625,21.999448013792705,15.317600293414371,6.4678225387905233,1.537938321622623,0.77237294197026007,0,0,0,
2001,federal,total,CE,LP,5,151.40804081317395,26.430247474420291,26.557861146174158,18.618544876357497,14.72247057210955,7.7006717926937451,4.0244193517998221,1.3890039701669894,0.55678081627780152,0,0,
2003,total - estadual e municipal,total,CE,LP,5,151.69553696620409,31.410774647819959,19.826275265319481,21.322853400483972,12.538173721854482,8.8423729862762315,3.6172436463988018,1.5726484739445004,0.38380718799975166,0.40016764665525562,0.085683023247372689,
2003,"total - federal, estadual, municipal e privada",total,CE,LP,5,152.54182844816427,30.40721893317972,19.661015960057163,21.529542946613553,12.994394899264396,9.2450665286758937,3.7324047065204593,1.5979047553278074,0.38155150803818161,0.3713805659722671,0.0795191963513182,
2003,"total - federal, estadual e municipal",total,CE,LP,5,152.54182844816427,30.40721893317972,19.661015960057163,21.529542946613553,12.994394899264396,9.2450665286758937,3.7324047065204593,1.5979047553278074,0.38155150803818161,0.3713805659722671,0.0795191963513182,
2001,total - estadual e municipal,total,CE,MT,5,153.06909309571967,26.242227819376172,26.91629510149281,20.8903136769116,12.987300776832166,7.0426382499108042,3.3569742437254826,1.8307018006646345,0.53434412342198778,0.15830284991570009,0.026465581026092925,0.014435776721786395
2001,"total - federal, estadual, municipal e privada",total,CE,MT,5,154.05712893714247,25.203145980773172,26.952756267560357,20.864577622943546,13.541417737241337,7.3245216115432763,3.5291513302801349,1.8143489597841662,0.55162216742281134,0.1414602958727661,0.064098137237121627,0.012899889340618646
2001,"total - federal, estadual e municipal",total,CE,MT,5,154.05712893714247,25.203145980773172,26.952756267560357,20.864577622943546,13.541417737241337,7.3245216115432763,3.5291513302801349,1.8143489597841662,0.55162216742281134,0.1414602958727661,0.064098137237121627,0.012899889340618646
1999,"total - federal, estadual e municipal",total,CE,LP,5,156.21238669727751,23.911838408021023,25.757370148237019,20.618682174798714,15.392914866413077,8.67447040189345,2.8263406166209029,2.1067155685477745,0.43135117068947043,0.16828249184857824,0.11203415292947012,
1999,"total - federal, estadual, municipal e privada",total,CE,LP,5,156.21238669727751,23.911838408021023,25.757370148237019,20.618682174798714,15.392914866413077,8.67447040189345,2.8263406166209029,2.1067155685477745,0.43135117068947043,0.16828249184857824,0.11203415292947012,
2005,"total - federal, estadual, municipal e privada",total,CE,LP,5,157.01744265735212,22.815358177795211,25.157698741241322,19.555113151653657,16.012465398632585,9.6874343831410652,4.9120261792628837,1.4110499966610166,0.31811785796894648,0.1243784572114968,0.0063576564323580527,
2005,"total - federal, estadual, municipal e privada",total,CE,MT,5,158.35576670491324,21.775735254053867,25.626290704894949,22.532663360803323,14.106320726771846,7.9716009573019759,4.3624242335023338,1.9118544395605674,1.2644397964758558,0.42057415777812462,0.028096368857161911,0
2005,federal,total,CE,MT,5,158.9129137848858,18.060829400829441,24.105586388393053,29.476993079210114,11.559912455437273,13.340530982209016,2.6484907521005518,0.80765694182085979,0,0,0,0
1999,total - estadual e municipal,total,CE,LP,5,159.34862161205945,21.972282846230545,25.110169116200836,20.796011805985991,15.649837705105046,9.74060040618566,3.3093124439646426,2.5438024695658612,0.50377818396941343,0.2246465019853342,0.14955852080644169,
2003,total - estadual e municipal,total,CE,MT,5,159.58332941229557,19.708848790117575,28.051048209481053,21.499223607625527,14.988698280330379,7.8841024599307445,4.3095646106785868,2.0057167665903433,0.98484266435199641,0.31625432483265137,0.1981724290507523,0.053527857010366865
2003,"total - federal, estadual, municipal e privada",total,CE,MT,5,159.90525355484905,19.382145310856881,27.780402290454887,21.69105645785244,15.180089669877873,8.2850880673560923,4.2277393000658208,2.0111748160558882,0.91476371253576771,0.293750454525404,0.18407097243291734,0.049718947985569827
2003,"total - federal, estadual e municipal",total,CE,MT,5,159.90525355484905,19.382145310856881,27.780402290454887,21.69105645785244,15.180089669877873,8.2850880673560923,4.2277393000658208,2.0111748160558882,0.91476371253576771,0.293750454525404,0.18407097243291734,0.049718947985569827
1999,federal,total,CE,MT,5,162.18624686204075,15.245770976109258,24.066080639022509,27.354032114780377,18.331921071643656,10.867701673928286,2.3789044595151809,1.0571807578586432,0.69840830714204283,0,0,0
1999,estadual,total,CE,MT,5,162.27107125536639,12.503629144027011,26.93587017130708,28.404964731427892,19.633027138231345,9.0540234654555274,1.1980350763289871,2.0944822306337803,0.1759680425882143,0,0,0
2005,federal,total,CE,LP,5,162.33062188778109,16.21343866658545,23.831813655113674,22.237204813514357,19.37687087963268,12.515025995844431,5.2058151144655094,0.57519815563292565,0.044632719211388484,0,0,
2001,federal,total,CE,MT,5,162.35562345907096,16.475917084840638,27.258992918286559,20.648420987813349,18.195435706712171,9.6920546850006275,4.9752634546316079,1.6770017555885062,0.69674013529328183,0,0.38017327183311223,0
2003,federal,total,CE,LP,5,163.45978893913679,17.46040110916525,17.529014629444948,24.196033566741473,18.880079555544309,14.440194069972181,5.2180912947823384,1.923734671107463,0.35245110324178625,0,0,
2003,federal,total,CE,MT,5,164.10743575314925,15.117576851406975,24.2475716864793,24.195114034514546,17.678384714430333,13.519285688972566,3.1596464850962196,2.0824205390999144,0,0,0,0
1995,estadual,total,CE,MT,5,165.80585770504689,11.68528602705889,20.852747993038793,28.392185482512772,25.787346320103296,9.5127154325492622,2.7171167125133331,1.0526020322236569,0,0,0,0
1999,"total - federal, estadual, municipal e privada",total,CE,MT,5,168.34728329855159,11.685163315350511,23.346592654410205,26.052524686690933,20.08093822195994,11.309941613865776,3.4956881570468443,3.0063313582757174,0.75589708638054065,0.20662203960665845,0.060300866412608269,0
1999,"total - federal, estadual e municipal",total,CE,MT,5,168.34728329855159,11.685163315350511,23.346592654410205,26.052524686690933,20.08093822195994,11.309941613865776,3.4956881570468443,3.0063313582757174,0.75589708638054065,0.20662203960665845,0.060300866412608269,0
1999,total - estadual e municipal,total,CE,MT,5,170.37962652270218,10.510624432522661,23.109254903618986,25.623195980406422,20.657887115380468,11.455823456091936,3.8640819823243255,3.6492983422284762,0.774860929908175,0.27478052340756809,0.0801923341107721,0
1997,federal,total,CE,LP,5,171.81400734099103,11.000152655642367,14.545164787982685,32.224988940547611,20.994131019272427,10.651605632033659,8.814483433681465,1.293336912986639,0.47613661785303985,0,0,
1997,estadual,total,CE,MT,5,173.41694184524522,6.5493947735640647,20.390489727897641,26.698250253674619,26.341794416056029,11.506435824163347,4.79302402325889,3.424879555878007,0.295731425507649,0,0,0
1995,estadual,total,CE,LP,5,174.4767300871693,7.1234133659580978,14.678085334148953,30.399143599938828,24.85701177550084,16.641688331549165,4.887597491971249,1.4130601009328643,0,0,0,
1995,federal,total,CE,LP,5,174.68140117775121,11.03338746230304,17.072039115615912,22.584271667945536,22.632452399221972,15.137671978443583,8.4923000053534139,1.8219454308606506,1.2259319402558932,0,0,
1997,federal,total,CE,MT,5,175.02734286117646,4.5691086828789071,23.135582749848005,26.240845696375,24.51899205376769,11.830877129226316,6.2480731247614063,2.7086168112703932,0.74790375187217217,0,0,0
1997,estadual,total,CE,LP,5,176.8682025369842,7.0697423881540038,19.973636623957329,23.329430227502542,22.051457797355319,14.317689934216022,9.73073582558568,2.393872016689286,1.1334351865397279,0,0,
1995,federal,total,CE,MT,5,177.12708023003731,1.7730496453900708,17.135192738764562,32.326461617609233,27.953551611362215,14.640061735200089,4.8634843640906915,1.0987395729981995,0.20945871458494103,0,0,0
2015,estadual,total,CE,LP,5,177.5308784445055,6.0639827202526559,27.249018567833037,34.626647450276828,4.3454363775866618,4.8183559625919958,6.1759628213446645,9.9987232439002423,4.8057363208271635,1.3086560577982744,0.607480477588475,
1995,"total - federal, estadual e municipal",total,CE,MT,5,178.67865361641219,4.4729772164265027,16.94637312026796,28.666131677192002,25.9516416035728,14.308642406057011,5.3077352499912775,2.9787865043089914,0.70217368549597015,0.44572764383657232,0.073270297616970792,0.14654059523394158
1995,"total - federal, estadual, municipal e privada",total,CE,MT,5,178.67865361641219,4.4729772164265027,16.94637312026796,28.666131677192002,25.9516416035728,14.308642406057011,5.3077352499912775,2.9787865043089914,0.70217368549597015,0.44572764383657232,0.073270297616970792,0.14654059523394158
1995,total - estadual e municipal,total,CE,MT,5,180.0809906772063,6.9132153176790991,16.775714902520839,25.3578664186788,24.1422830382942,14.009100269022552,5.7092563685276829,4.6780032548407453,1.1474974260187984,0.84858348002258466,0.13949317479823309,0.27898634959646618
1995,"total - federal, estadual, municipal e privada",total,CE,LP,5,181.12232287547204,8.190114135360842,14.384399447363094,22.784832404938534,24.379383475452538,15.1658350713236,9.7899451763070129,3.514700317678221,1.2161531895421385,0.50071719598370246,0.07391958605031812,
1995,"total - federal, estadual e municipal",total,CE,LP,5,181.12232287547204,8.190114135360842,14.384399447363094,22.784832404938534,24.379383475452538,15.1658350713236,9.7899451763070129,3.514700317678221,1.2161531895421385,0.50071719598370246,0.07391958605031812,
2011,estadual,total,CE,LP,5,181.85756776849925,9.82669094033383,17.14628990666905,18.096614805571289,25.536532362012363,15.03565080104468,6.2159393027679819,4.8234285014246989,1.9342724551149029,1.2996206130116765,0.084960312049698436,
1997,"total - federal, estadual, municipal e privada",total,CE,LP,5,182.33189128729802,7.9092300936279871,15.347226132107089,24.725338471942997,20.668542725711433,13.256887500446181,10.788635199348116,3.9053773978565736,2.2513760229747586,1.0231413434052767,0.12424511257919581,
1997,"total - federal, estadual e municipal",total,CE,LP,5,182.33189128729802,7.9092300936279871,15.347226132107089,24.725338471942997,20.668542725711433,13.256887500446181,10.788635199348116,3.9053773978565736,2.2513760229747586,1.0231413434052767,0.12424511257919581,
2011,"total - federal, estadual e municipal",total,CE,LP,5,183.11263582632532,8.0581156872577413,16.353414999853143,21.526322354575967,20.834156966578352,16.303622854924182,9.1711542175473433,4.9491495863150412,2.056325422872137,0.6659989464300029,0.081738963642295479,
2011,total - estadual e municipal,total,CE,LP,5,183.11263582632532,8.0581156872577413,16.353414999853143,21.526322354575967,20.834156966578352,16.303622854924182,9.1711542175473433,4.9491495863150412,2.056325422872137,0.6659989464300029,0.081738963642295479,
2011,municipal,total,CE,LP,5,183.13747601741952,8.0231122091789473,16.337722492920456,21.59420280964828,20.741087987021977,16.328718440715811,9.2296435582230316,4.9516378464167037,2.0587410839382514,0.65345836492074127,0.081675207012111631,
1997,"total - federal, estadual, municipal e privada",total,CE,MT,5,184.47845554372648,4.8493110031253686,18.094818105618184,23.57157080583136,22.964896955312529,13.06149306903149,8.2788989627068084,5.4154626938209054,2.8752767286624383,0.76737986524796808,0.060445905321349538,0.060445905321349538
1997,"total - federal, estadual e municipal",total,CE,MT,5,184.47845554372648,4.8493110031253686,18.094818105618184,23.57157080583136,22.964896955312529,13.06149306903149,8.2788989627068084,5.4154626938209054,2.8752767286624383,0.76737986524796808,0.060445905321349538,0.060445905321349538
1995,total - estadual e municipal,total,CE,LP,5,187.388908712108,5.4237994374804677,11.769505885621028,22.979964582103545,26.07903052189312,15.193235876245703,11.052467099552068,5.1616375568596133,1.2066391194138686,0.98788152366401616,0.1458383971665683,
